filename,file_size,num_sections,num_imported_functions,num_suspicious_imports,num_exported_functions,has_signature,avg_section_entropy,label
Updater,50320,12,104,6,25,1,3.3075558150804483,1
unioncryptoupdater,79760,20,89,11,1,1,2.6887717264404785,1
update_556a2174398890e3d628aec0163a42a7b7fb8ffd,333904,32,297,3,1,1,2.834196059440683,1
update_0ae9d61185f793c6d53e560e91265583675abeb6,326688,32,311,3,1,1,2.841423330579906,1
Tored,2236384,9,1542,61,0,0,2.8284873982998633,1
SpellingChecker,154224,28,148,3,1,1,2.4370153986738177,1
apple.finder,2471616,21,61,5,0,0,4.52318496863394,1
CloudChat,87681744,37,1546,30,257,1,3.1805678433041584,1
libCloudchat.dylib,1839776,15,64,5,0,1,3.3439343792761087,1
Updater,83664,26,91,1,1,1,2.172572606499006,1
clip_.Safari_V8_config,3566224,21,75,5,0,0,4.643545115158555,1
libCloudchat.dylib,5600896,18,115,9,23,1,3.3430348558702856,1
Updater,83664,26,91,1,1,1,2.172572606499006,1
CloudChat,87681744,37,1546,30,257,1,3.1805678433041584,1
kitty,55298,14,50,12,8,1,2.9834626077450537,1
libgcc_s.1.1.dylib,290832,15,20,1,133,1,2.354679268458298,1
_cffi_backend.cpython-310-darwin.so,481120,15,236,3,2,1,2.5898323648383212,1
libcrypto.1.1.dylib,5213184,14,135,6,5168,1,3.149071795324894,1
libncursesw.5.dylib,836768,13,106,2,629,1,2.4133277908587916,1
libquadmath.0.dylib,750160,10,33,1,107,1,3.472064919172184,1
Python,9727616,16,537,20,1626,1,2.6936153119028217,1
libgfortran.5.dylib,10534544,17,271,4,1567,1,2.8642108180004926,1
libssl.1.1.dylib,1164736,12,459,33,1026,1,3.190301543424321,1
libopenblas64_.0.dylib,92680736,16,85,1,5037,1,3.0814809492665263,1
libgcc_s.1.1.dylib,290832,15,20,1,133,1,2.354679268458298,1
_cffi_backend.cpython-310-darwin.so,481120,15,236,3,2,1,2.5898323648383212,1
libcrypto.1.1.dylib,5213184,14,135,6,5168,1,3.149071795324894,1
libncursesw.5.dylib,836768,13,106,2,629,1,2.4133277908587916,1
libquadmath.0.dylib,750160,10,33,1,107,1,3.472064919172184,1
Python,9727616,16,537,20,1626,1,2.6936153119028217,1
libgfortran.5.dylib,10534544,17,271,4,1567,1,2.8642108180004926,1
libssl.1.1.dylib,1164736,12,459,33,1026,1,3.190301543424321,1
libopenblas64_.0.dylib,92680736,16,85,1,5037,1,3.0814809492665263,1
md__mypyc.cpython-310-darwin.so,495440,13,215,2,307,1,2.5449326655711073,1
md.cpython-310-darwin.so,150560,8,4,1,2,1,1.9864543749280088,1
_rust.abi3.so,15924080,19,255,2,1,1,2.7188065933814203,1
backend_c.cpython-310-darwin.so,2116640,13,168,1,1,1,2.7448839178726536,1
unicodedata.cpython-310-darwin.so,2355712,11,52,1,1,1,3.0700288937753553,1
_codecs_kr.cpython-310-darwin.so,352816,11,18,1,1,1,2.696485318978801,1
_multibytecodec.cpython-310-darwin.so,220176,11,90,1,1,1,2.808849978102078,1
cmath.cpython-310-darwin.so,192080,12,40,1,1,1,2.4501068936606263,1
_random.cpython-310-darwin.so,156656,10,46,2,1,1,2.813185430794929,1
_contextvars.cpython-310-darwin.so,151616,10,7,1,1,1,2.163407866545005,1
array.cpython-310-darwin.so,239408,12,106,1,1,1,2.7265625105187774,1
_codecs_tw.cpython-310-darwin.so,351616,11,18,1,1,1,2.643837767271654,1
_uuid.cpython-310-darwin.so,151440,9,8,1,1,1,1.9734065145412691,1
_hashlib.cpython-310-darwin.so,223296,11,104,1,1,1,2.9118143661131928,1
_codecs_hk.cpython-310-darwin.so,385552,12,23,1,1,1,2.159030679126495,1
_bisect.cpython-310-darwin.so,154176,11,23,1,1,1,2.418156684312351,1
_elementtree.cpython-310-darwin.so,278832,12,126,1,1,1,2.629640026580915,1
_ctypes.cpython-310-darwin.so,383168,12,222,2,14,1,3.0229392069359107,1
_json.cpython-310-darwin.so,193616,10,74,1,1,1,2.9278895118672636,1
pyexpat.cpython-310-darwin.so,551664,12,95,2,1,1,2.999701533026169,1
_sha1.cpython-310-darwin.so,155632,11,30,1,1,1,2.6373238269532213,1
syslog.cpython-310-darwin.so,153120,10,23,1,1,1,2.1948901389164703,1
_blake2.cpython-310-darwin.so,192320,12,43,1,1,1,2.6095312982732306,1
_sha256.cpython-310-darwin.so,156080,11,30,1,1,1,2.684923210295666,1
resource.cpython-310-darwin.so,154560,10,28,1,1,1,2.7892981142397275,1
_heapq.cpython-310-darwin.so,153904,10,14,1,1,1,2.619109702440852,1
_statistics.cpython-310-darwin.so,151856,11,10,1,1,1,2.36875947421558,1
_posixsubprocess.cpython-310-darwin.so,155616,11,63,2,1,1,2.455722966822205,1
grp.cpython-310-darwin.so,154640,11,34,1,1,1,2.507600378874483,1
_datetime.cpython-310-darwin.so,331088,12,102,2,1,1,2.7843490353724065,1
math.cpython-310-darwin.so,249968,11,101,1,1,1,2.942332797043289,1
_posixshmem.cpython-310-darwin.so,152800,11,20,1,1,1,2.3927154410758,1
_lzma.cpython-310-darwin.so,574320,11,73,1,81,1,3.22994738837298,1
_codecs_cn.cpython-310-darwin.so,385840,11,18,1,1,1,2.8146097483637735,1
_opcode.cpython-310-darwin.so,152128,11,15,1,1,1,2.3366160481094265,1
select.cpython-310-darwin.so,195056,10,80,1,1,1,3.0405912224090867,1
_scproxy.cpython-310-darwin.so,153984,10,40,1,1,1,2.1226060951137815,1
binascii.cpython-310-darwin.so,191840,11,40,1,1,1,2.890977156900163,1
fcntl.cpython-310-darwin.so,154176,10,32,1,1,1,2.7526107868367844,1
termios.cpython-310-darwin.so,155008,11,37,1,1,1,2.7363034428615403,1
_pickle.cpython-310-darwin.so,395088,11,181,1,1,1,3.079798141727187,1
_sqlite3.cpython-310-darwin.so,2326512,13,242,2,260,1,3.0895661154689025,1
_decimal.cpython-310-darwin.so,772336,12,124,1,1,1,2.9797584943626165,1
_queue.cpython-310-darwin.so,157712,11,41,1,1,1,2.62072563961342,1
_multiprocessing.cpython-310-darwin.so,159168,11,49,1,1,1,2.6720590600862946,1
_socket.cpython-310-darwin.so,290880,11,144,6,1,1,2.9130757908986196,1
readline.cpython-310-darwin.so,184720,11,101,5,1,1,2.7805519645869867,1
_sha512.cpython-310-darwin.so,172624,11,30,1,1,1,2.7065357041504137,1
_struct.cpython-310-darwin.so,219056,11,91,1,1,1,2.8901167855882837,1
_csv.cpython-310-darwin.so,194336,11,65,2,1,1,2.692815973739216,1
_ssl.cpython-310-darwin.so,456288,12,333,7,1,1,3.006706515150548,1
mmap.cpython-310-darwin.so,159424,11,64,2,1,1,2.8007182009239946,1
zlib.cpython-310-darwin.so,214960,11,64,2,1,1,2.844225965879155,1
_asyncio.cpython-310-darwin.so,250112,12,104,2,1,1,2.607038164928807,1
_sha3.cpython-310-darwin.so,241136,11,41,1,1,1,2.702304405912549,1
_codecs_iso2022.cpython-310-darwin.so,160624,11,22,1,1,1,2.2138078162871304,1
_bz2.cpython-310-darwin.so,158272,11,53,2,1,1,2.6680100225083305,1
_codecs_jp.cpython-310-darwin.so,618128,11,19,1,1,1,2.521232633521595,1
_md5.cpython-310-darwin.so,155680,11,30,1,1,1,2.652122121646489,1
_umath_linalg.cpython-310-darwin.so,419728,13,164,1,169,1,2.5380285063516177,1
_bounded_integers.cpython-310-darwin.so,843360,12,122,2,67,1,2.8583266732891963,1
_mt19937.cpython-310-darwin.so,295008,12,119,2,1,1,2.595051992136178,1
mtrand.cpython-310-darwin.so,1508144,12,166,2,1,1,2.833598972662386,1
_generator.cpython-310-darwin.so,1782784,13,205,2,71,1,2.597547964450719,1
bit_generator.cpython-310-darwin.so,489136,12,173,2,1,1,2.6711032697322232,1
_sfc64.cpython-310-darwin.so,226864,12,108,2,1,1,2.3930986787439417,1
_common.cpython-310-darwin.so,564944,12,161,2,1,1,2.5867235684400325,1
_pcg64.cpython-310-darwin.so,312016,12,117,2,1,1,2.530129134532412,1
_philox.cpython-310-darwin.so,277936,12,119,2,1,1,2.460388363576685,1
_pocketfft_internal.cpython-310-darwin.so,268624,11,23,1,1,1,2.7594714496719006,1
libgcc_s.1.1.dylib,290832,15,20,1,133,1,2.354679268458298,1
libquadmath.0.dylib,750160,10,33,1,107,1,3.472064919172184,1
libgfortran.5.dylib,10534544,17,271,4,1567,1,2.8642108180004926,1
libopenblas64_.0.dylib,92680736,16,85,1,5037,1,3.0814809492665263,1
_multiarray_tests.cpython-310-darwin.so,305280,11,195,2,200,1,2.868929634078041,1
_multiarray_umath.cpython-310-darwin.so,8783456,13,558,2,235,1,2.849900492489847,1
_version.cpython-310-darwin.so,307872,10,10,1,49,1,2.7668457930000683,1
_block.cpython-310-darwin.so,479888,11,28,1,83,1,2.7735282222532294,1
_strxor.abi3.so,35568,2,1,1,2,1,4.052934226440354,1
_cpuid_c.abi3.so,35712,2,1,1,2,1,3.0858381772208943,1
_ed25519.abi3.so,72512,9,8,1,10,1,2.701860182216109,1
_ec_ws.abi3.so,744160,9,24,1,53,1,3.6099172743939536,1
_x25519.abi3.so,53792,9,4,1,2,1,2.170102974107156,1
_ed448.abi3.so,78464,9,12,1,41,1,2.6260786320834315,1
_raw_eksblowfish.abi3.so,53328,8,6,1,2,1,2.9715086388543406,1
_pkcs1_decode.abi3.so,52320,7,5,1,1,1,2.0588544810284324,1
_raw_ecb.abi3.so,35872,2,1,1,4,1,3.0346566662361756,1
_raw_des.abi3.so,86800,8,5,1,2,1,2.218512864214426,1
_raw_cfb.abi3.so,53136,8,6,1,4,1,2.607824928717726,1
_raw_cast.abi3.so,53392,8,6,1,2,1,2.9809047801070436,1
_raw_aes.abi3.so,69808,8,3,1,2,1,2.936991083188292,1
_raw_ctr.abi3.so,53168,8,6,1,4,1,2.506781722683402,1
_raw_cbc.abi3.so,52752,7,6,1,4,1,2.1515048981332296,1
_raw_des3.abi3.so,86816,8,5,1,2,1,2.2202321193123726,1
_raw_blowfish.abi3.so,53088,8,6,1,2,1,2.904696661226656,1
_raw_ocb.abi3.so,53360,8,7,1,7,1,2.6132168351246965,1
_chacha20.abi3.so,53008,8,5,1,5,1,2.377985245315371,1
_raw_aesni.abi3.so,53360,8,8,1,2,1,2.5384894512985645,1
_raw_ofb.abi3.so,52800,7,6,1,4,1,2.126540130732837,1
_raw_arc2.abi3.so,52912,8,7,1,2,1,2.956122418123566,1
_ARC4.abi3.so,52480,8,3,1,3,1,2.767456501744827,1
_Salsa20.abi3.so,52912,7,5,1,4,1,2.171347745911295,1
_scrypt.abi3.so,52528,8,5,1,1,1,2.396457551092492,1
_modexp.abi3.so,76592,9,12,1,30,1,2.5915333959771347,1
_SHA384.abi3.so,53920,9,9,1,6,1,2.9779886880363677,1
_MD2.abi3.so,53088,9,8,1,5,1,3.134971740630656,1
_SHA256.abi3.so,53920,9,9,1,6,1,2.918588697868999,1
_SHA512.abi3.so,53968,9,10,1,6,1,3.0881388560302248,1
_keccak.abi3.so,53952,9,8,1,7,1,2.4744794534570436,1
_MD4.abi3.so,53168,10,7,1,5,1,2.220513802809341,1
_SHA1.abi3.so,53888,9,8,1,6,1,2.818622765637965,1
_ghash_clmul.abi3.so,52544,8,3,1,3,1,2.054659921118941,1
_poly1305.abi3.so,53568,9,8,1,4,1,2.4699489198787465,1
_BLAKE2s.abi3.so,53264,8,8,1,5,1,2.6289236039582473,1
_MD5.abi3.so,53872,9,8,1,6,1,2.8379527358423924,1
_RIPEMD160.abi3.so,53328,8,6,1,5,1,2.509987262485473,1
_ghash_portable.abi3.so,52624,8,4,1,3,1,2.2592545705320584,1
_SHA224.abi3.so,53920,9,9,1,6,1,2.920353024740075,1
_BLAKE2b.abi3.so,53264,8,8,1,5,1,2.610801555586157,1
_yaml.cpython-310-darwin.so,857008,13,136,2,56,1,2.6054973969305957,1
missing.cpython-310-darwin.so,504176,13,159,2,1,1,2.711140614438298,1
interval.cpython-310-darwin.so,2433584,13,200,2,1,1,2.8099638795289588,1
tslib.cpython-310-darwin.so,606144,13,181,2,1,1,2.7953071510240344,1
sparse.cpython-310-darwin.so,1668048,13,175,2,1,1,2.711591044436682,1
sas.cpython-310-darwin.so,488704,13,169,2,1,1,2.589066378434908,1
arrays.cpython-310-darwin.so,280480,13,124,2,1,1,2.4661832237262624,1
join.cpython-310-darwin.so,4572064,13,185,2,1,1,2.6800254422235077,1
byteswap.cpython-310-darwin.so,189616,13,68,1,1,1,2.257462131892409,1
algos.cpython-310-darwin.so,3912240,13,198,2,1,1,2.755959447364945,1
ops_dispatch.cpython-310-darwin.so,211088,13,100,2,1,1,2.482747138230045,1
json.cpython-310-darwin.so,227360,13,86,1,1,1,2.393695487398119,1
pandas_datetime.cpython-310-darwin.so,186464,11,32,1,1,1,2.304067809858076,1
parsers.cpython-310-darwin.so,1070560,13,241,2,1,1,2.823004110348071,1
properties.cpython-310-darwin.so,244832,13,102,2,1,1,2.345561018036217,1
reshape.cpython-310-darwin.so,522400,13,179,2,1,1,2.627350867014153,1
hashing.cpython-310-darwin.so,403152,13,170,2,1,1,2.6458410582374308,1
groupby.cpython-310-darwin.so,3871200,13,212,2,1,1,2.7875022829693257,1
hashtable.cpython-310-darwin.so,3621216,13,199,2,1,1,2.9383566144141486,1
indexing.cpython-310-darwin.so,193216,13,97,2,1,1,2.3098130392035685,1
writers.cpython-310-darwin.so,456496,13,171,2,1,1,2.639000517692172,1
pandas_parser.cpython-310-darwin.so,187200,10,41,1,1,1,3.152252228771162,1
testing.cpython-310-darwin.so,278672,13,130,2,1,1,2.6510424567137183,1
lib.cpython-310-darwin.so,1415952,13,220,2,1,1,2.9256437861023517,1
ops.cpython-310-darwin.so,504048,13,177,2,1,1,2.718484488784464,1
internals.cpython-310-darwin.so,768256,13,197,2,1,1,2.718059823376528,1
index.cpython-310-darwin.so,1737824,13,215,2,1,1,2.732758849801072,1
ccalendar.cpython-310-darwin.so,226608,13,83,1,1,1,2.5467044756566,1
tzconversion.cpython-310-darwin.so,638640,13,171,2,1,1,2.7175886518407615,1
period.cpython-310-darwin.so,938496,13,206,2,1,1,2.8261422595238206,1
nattype.cpython-310-darwin.so,609008,13,140,2,1,1,2.6964862856150638,1
parsing.cpython-310-darwin.so,852208,13,239,2,1,1,2.9115279283638413,1
timestamps.cpython-310-darwin.so,1266016,13,218,2,1,1,2.9388643213769834,1
vectorized.cpython-310-darwin.so,453552,13,160,2,1,1,2.7112606427444135,1
timedeltas.cpython-310-darwin.so,1159376,13,217,2,1,1,2.8244687851490764,1
dtypes.cpython-310-darwin.so,389264,13,149,2,1,1,2.6860081677490864,1
offsets.cpython-310-darwin.so,1969424,13,218,2,1,1,2.8125308525766637,1
strptime.cpython-310-darwin.so,677024,13,197,2,1,1,2.677703650893181,1
conversion.cpython-310-darwin.so,507680,13,186,2,1,1,2.6522938379581116,1
np_datetime.cpython-310-darwin.so,314592,13,121,2,1,1,2.70146006048983,1
timezones.cpython-310-darwin.so,556176,13,169,2,1,1,2.776519884958415,1
base.cpython-310-darwin.so,191984,13,92,2,1,1,2.2914335098824026,1
fields.cpython-310-darwin.so,643216,13,183,2,1,1,2.738832753143495,1
aggregations.cpython-310-darwin.so,781184,14,209,2,1,1,2.9809205720959655,1
indexers.cpython-310-darwin.so,402016,13,155,2,1,1,2.6280569000008662,1
_strxor.abi3.so,35568,2,1,1,2,1,4.052934226440354,1
_cpuid_c.abi3.so,35712,2,1,1,2,1,3.0858381772208943,1
_ed25519.abi3.so,72512,9,8,1,10,1,2.701860182216109,1
_ec_ws.abi3.so,744160,9,24,1,53,1,3.6099172743939536,1
_x25519.abi3.so,53792,9,4,1,2,1,2.170102974107156,1
_ed448.abi3.so,78464,9,12,1,41,1,2.6260786320834315,1
_raw_eksblowfish.abi3.so,53328,8,6,1,2,1,2.9715086388543406,1
_pkcs1_decode.abi3.so,52320,7,5,1,1,1,2.0588544810284324,1
_raw_ecb.abi3.so,35872,2,1,1,4,1,3.0346566662361756,1
_raw_des.abi3.so,86800,8,5,1,2,1,2.218512864214426,1
_raw_cfb.abi3.so,53136,8,6,1,4,1,2.607824928717726,1
_raw_cast.abi3.so,53392,8,6,1,2,1,2.9809047801070436,1
_raw_aes.abi3.so,69808,8,3,1,2,1,2.936991083188292,1
_raw_ctr.abi3.so,53168,8,6,1,4,1,2.506781722683402,1
_raw_cbc.abi3.so,52720,7,5,1,4,1,2.1515048981332296,1
_raw_des3.abi3.so,86816,8,5,1,2,1,2.2202321193123726,1
_raw_blowfish.abi3.so,53088,8,6,1,2,1,2.904696661226656,1
_raw_ocb.abi3.so,53360,8,7,1,7,1,2.6132168351246965,1
_chacha20.abi3.so,53008,8,5,1,5,1,2.377985245315371,1
_raw_aesni.abi3.so,53360,8,8,1,2,1,2.5384894512985645,1
_raw_ofb.abi3.so,52800,7,6,1,4,1,2.126540130732837,1
_raw_arc2.abi3.so,52880,8,6,1,2,1,2.956122418123566,1
_ARC4.abi3.so,52480,8,3,1,3,1,2.767456501744827,1
_Salsa20.abi3.so,52912,7,5,1,4,1,2.171347745911295,1
_scrypt.abi3.so,52528,8,5,1,1,1,2.396457551092492,1
_modexp.abi3.so,76592,9,12,1,30,1,2.5915333959771347,1
_SHA384.abi3.so,53920,9,9,1,6,1,2.9779886880363677,1
_MD2.abi3.so,53088,9,8,1,5,1,3.134971740630656,1
_SHA256.abi3.so,53920,9,9,1,6,1,2.918588697868999,1
_SHA512.abi3.so,53936,9,9,1,6,1,3.0881388560302248,1
_keccak.abi3.so,53952,9,8,1,7,1,2.4744794534570436,1
_MD4.abi3.so,53168,10,7,1,5,1,2.220513802809341,1
_SHA1.abi3.so,53888,9,8,1,6,1,2.818622765637965,1
_ghash_clmul.abi3.so,52544,8,3,1,3,1,2.054659921118941,1
_poly1305.abi3.so,53568,9,8,1,4,1,2.4699489198787465,1
_BLAKE2s.abi3.so,53264,8,8,1,5,1,2.6289236039582473,1
_MD5.abi3.so,53872,9,8,1,6,1,2.8379527358423924,1
_RIPEMD160.abi3.so,53328,8,6,1,5,1,2.509987262485473,1
_ghash_portable.abi3.so,52624,8,4,1,3,1,2.2592545705320584,1
_SHA224.abi3.so,53920,9,9,1,6,1,2.920353024740075,1
_BLAKE2b.abi3.so,53264,8,8,1,5,1,2.610801555586157,1
Python,9727616,16,537,20,1626,1,2.6936153119028217,1
Python,9727616,16,537,20,1626,1,2.6936153119028217,1
Engineer Documents,7096736,12,114,6,1,1,2.575318836397203,1
prl-monitor,67408,15,59,4,1,1,2.5305091981726657,1
JavaApplicationStub,64532,8,19,1,0,0,1.7666456972549192,1
HackBrowserData,18028224,15,102,6,0,0,3.189441996230563,1
Pods,22032,9,26,1,1,0,3.143960699387933,1
xcassets(1),22032,9,26,1,1,0,3.146973592642404,1
xcassets,22032,9,26,1,1,0,3.1466937266471304,1
applet,8648,10,4,1,1,0,1.8861393374491076,1
xcassets,22032,9,26,1,1,0,3.146973592642404,1
e9a3ed810c5f4411a3978a160391aaf1,50096,5,7,1,2,0,2.8865412769352443,1
XslCmd,345360,18,150,8,0,0,2.756837758701167,1
GoogleSoftwareUpdate,2844608,20,215,6,0,1,3.103860364929486,1
LaoShu,43072,31,59,2,1,1,2.247169662422377,1
Bitdefender Adware Removal Tool,290416,30,164,2,345,0,2.632854363095363,1
kIbwf02l,127808,7,2,1,1,0,2.18555189081032,1
script,35423119,21,5153,72,32674,0,3.267502398712741,1
CleanMyMac,36793650,30,207,10,380,0,4.913719559886587,1
Launch,26765874,30,203,10,380,0,4.9344828819078606,1
Clapzok,84794,14,82,2,1,1,2.494574567631236,1
DropBox,109464,30,143,2,1,0,2.5165585163836326,1
Careto,89828,10,51,4,0,0,3.049366766630922,1
SubMenu.nib,673092,14,119,6,109,0,3.6266250613470965,1
SubMenu.nib,673092,14,119,6,109,0,3.6266250613470965,1
libswiftDispatch.dylib,328080,31,278,2,551,1,3.005536583813585,1
libswiftFoundation.dylib,3163200,38,1391,5,4133,1,3.0213536014507967,1
libswiftDarwin.dylib,98896,22,185,1,310,1,2.631717532786849,1
libswiftObjectiveC.dylib,62064,24,70,1,60,1,2.471229133817093,1
libswiftIOKit.dylib,45456,8,5,1,59,1,1.6262745703244588,1
libswiftCoreFoundation.dylib,41920,15,10,1,14,1,2.1354972199044164,1
libswiftCore.dylib,6456112,43,261,1,13010,1,3.1196745597739635,1
libswiftCoreGraphics.dylib,190352,23,358,1,398,1,2.804948283630334,1
TinkaOTP,716832,40,1373,1,329,1,2.831380953913894,1
rodrigo_Base32Encoded,248352,9,38,2,14,1,3.061711559424389,1
xib2Storyboard_SignedNotarized,202480,25,55,2,1,1,2.476732988201149,1
rodrigo_HexEncoded,291360,13,68,2,96,1,2.9459065185864364,1
lsd,78704,32,137,2,1,1,2.376242902713293,1
lsd,78704,32,137,2,1,1,2.376242902713293,1
macs,254016,31,195,1,0,1,2.6815689950468395,1
VisualStudioUpdater_Patch,6964136,15,224,9,1,0,3.258076400361959,1
Jobinfo 1,255096,28,107,1,1,0,2.5310000510072923,1
Macarena,16916,10,36,0,0,0,1.4998787153726214,1
CorelDRAW,730896,31,262,3,1,1,2.987721498267384,1
xmrig2,402812,16,95,12,183,0,2.6201604254763033,1
com.apple.secd,10559024,14,96,9,0,1,3.4057943808609896,1
growth,5337372,13,131,9,18,0,2.5591119148190598,1
CameraAccess,232144,31,157,1,1,1,2.515916700258581,1
Mac-Installer.InstallerAlert,232160,28,160,0,1,1,2.7134570019956805,1
growth,5337372,13,131,9,18,0,2.5591119148190598,1
LessonOne,230128,33,179,1,1,1,2.4987386277892214,1
macshare,54728,8,77,4,40,0,2.3552978694517472,1
JavaW,167936,2,0,0,0,0,0.0,1
AdobePIM.dylib,1113824,21,274,4,33,1,3.8095062983211907,1
UpdaterInventory,331616,19,193,5,7,1,3.3887910654940097,1
UpdaterInventory,331616,19,193,5,7,1,3.3887910654940097,1
UpdaterInventory,331616,19,193,5,7,1,3.3887910654940097,1
Install,9028,11,18,2,0,0,2.4262583149283063,1
0,177044,11,14,3,1,0,3.2071765585029395,1
1,754384,26,287,3,0,1,3.2479943875872053,1
Capcut Studio,10945904,13,129,10,0,0,3.2960890768110946,1
Le╠é Thu Ha╠Ç (HAEDC),162688,15,81,4,1,1,3.406247147970161,1
Le╠é Thu Ha╠Ç (HAEDC),162688,15,81,4,1,1,3.406247147970161,1
Lamadai,42556,10,115,6,0,0,2.262672210315072,1
Olyx,44120,11,48,3,1,0,3.2584229964269538,1
Olyx,46120,8,37,2,0,0,3.000783577977441,1
Trading View,790688,30,411,16,20,1,2.5481201357270247,1
BrewApp,343424,14,133,5,7,1,3.2266852051944723,1
My Go Application.app,13757810,20,98,9,0,0,4.6823368165735575,1
fseventsd,67384,10,45,5,23,0,2.875736831143233,1
test,2689776,16,274,10,4948,0,3.286110747904418,1
libConfigurer64.dylib,71296,12,43,6,23,0,2.5056601488304273,1
UltraEdit,65543568,31,1372,29,6339,0,3.5670122377750317,1
libcmark-gfm-extensions.0.29.0.gfm.0.dylib,58944,12,89,1,23,1,2.249775035326491,1
cmark-gfm,38336,8,36,1,1,1,2.6683299891618146,1
astyle,607600,14,143,1,1,1,2.777549130515202,1
libcmark-gfm.0.29.0.gfm.0.dylib,286640,13,25,1,197,1,2.346546764924722,1
tidy,922400,12,54,1,685,1,2.582467395848485,1
libConfigurer64.dylib,71296,12,43,6,23,0,2.5056601488304273,1
xmllint,1945328,14,106,5,1,1,3.0487365989845308,1
ctags,338800,12,101,1,230,1,2.8458616526576552,1
UltraEdit,65543568,31,1372,29,6339,0,3.5670122377750317,1
rhash,208660,13,69,1,251,0,3.634899926755059,1
libcrypto.2.dylib,510432,31,472,1,75,1,2.707723880295816,1
GoogleUpdate_UNPACKED,5961476,12,165,6,0,0,3.8037993345326604,1
iTerm2SandboxedWorker,1727792,31,178,6,68,1,2.878483975493016,1
pidinfo,3778224,29,351,11,1758,1,2.6493511715131732,1
libswiftDispatch.dylib,328272,31,278,2,551,1,3.005536583813585,1
libcrypto.2.dylib,510432,31,472,1,75,1,2.707723880295816,1
libswiftFoundation.dylib,3163392,38,1391,5,4133,1,3.0213536014507967,1
libswiftContacts.dylib,68576,21,82,1,13,1,2.379652459296564,1
libswiftXPC.dylib,45728,13,31,4,32,1,1.7581376035708398,1
libswiftMetal.dylib,84928,24,42,1,47,1,2.328419736335396,1
libswiftAppKit.dylib,222688,33,202,2,254,1,2.5398434098581166,1
libswiftDarwin.dylib,99088,22,185,1,310,1,2.631717532786849,1
libswiftos.dylib,72352,23,68,1,55,1,2.4077499718703668,1
libswiftObjectiveC.dylib,62256,24,70,1,60,1,2.471229133817093,1
libswiftCoreImage.dylib,50064,6,10,1,7,1,1.355107852220632,1
libswiftIOKit.dylib,45664,8,5,1,59,1,1.6262745703244588,1
libswiftCoreData.dylib,98880,22,50,1,233,1,2.2611952605645502,1
libswiftCoreFoundation.dylib,42128,15,10,1,14,1,2.1354972199044164,1
libswiftCore.dylib,6456320,43,261,1,13010,1,3.1196745597739635,1
libswiftCoreLocation.dylib,54848,24,28,1,12,1,2.2606080185576336,1
libswiftQuartzCore.dylib,58352,24,26,1,12,1,2.2385949558863802,1
libswiftCoreGraphics.dylib,190560,23,358,1,398,1,2.804948283630334,1
libswiftCloudKit.dylib,205744,30,214,2,210,1,2.6970080635460625,1
NMSSH,5220784,28,284,12,4703,1,2.8380242809292153,1
NMSSH,5220784,28,284,12,4703,1,2.8380242809292153,1
ColorPicker,763472,28,377,4,52,1,2.744917406183956,1
ColorPicker,763472,28,377,4,52,1,2.744917406183956,1
CoreParse,652784,28,237,1,73,1,2.576533700915224,1
CoreParse,652784,28,237,1,73,1,2.576533700915224,1
BetterFontPicker,1054384,35,820,66,311,1,2.5428790844883222,1
BetterFontPicker,1054384,35,820,66,311,1,2.5428790844883222,1
SearchableComboListView,645056,36,556,1,65,1,2.442217167588165,1
SearchableComboListView,645056,36,556,1,65,1,2.442217167588165,1
Sparkle,1418448,31,657,17,21,1,2.911654496690345,1
Sparkle,1418448,31,657,17,21,1,2.911654496690345,1
Autoupdate,576608,31,339,12,6,1,2.6545086290171733,1
fileop,284064,31,160,3,6,1,2.355781985426589,1
iTerm2,36445088,32,12273,182,4123,1,3.2282215090178967,1
iTermServer,216288,11,62,5,1,1,2.413034998987191,1
ShellLauncher,151104,8,9,1,1,1,2.486929985187096,1
iWorkServ,200576,21,97,5,0,0,2.8267949172545648,1
iWorkServ,205164,25,99,5,0,0,2.912952480791857,1
FeedbackReporter,160912,30,106,2,21,0,2.313620650534043,1
FeedbackReporter,160912,30,106,2,21,0,2.313620650534043,1
com.apple.fonts,590492,34,412,10,9,0,2.7730482820537667,1
FScript64,51488,27,45,1,19,0,2.1143554470985184,1
Install Elite Keylogger,285628,34,385,7,9,0,2.629447511872136,1
PerfectKeylog,25356,19,24,1,0,0,2.052864802006009,1
weed,551360,13,460,33,1026,1,3.1225141844797832,1
weed,54576,10,36,1,2,1,2.2650282484314292,1
libcrypto.1.1.dylib,2831536,15,134,6,5159,1,3.105553815796332,1
libtk8.6.dylib,1392912,29,361,2,601,1,2.654755257335398,1
libtcl8.6.dylib,1478592,16,255,7,883,1,3.000587026141435,1
libncursesw.5.dylib,431984,14,108,2,629,1,2.502182746216977,1
libssl.1.1.dylib,567744,13,460,33,1026,1,3.1225141844797832,1
_lzma.cpython-37m-darwin.so,257952,13,63,1,81,1,3.129469886249839,1
unicodedata.cpython-37m-darwin.so,1090432,12,42,1,5,1,3.17818789994006,1
_codecs_iso2022.cpython-37m-darwin.so,45488,12,17,1,1,1,2.2069834510710558,1
_sqlite3.cpython-37m-darwin.so,1134048,14,227,3,347,1,3.0538815559155372,1
_codecs_jp.cpython-37m-darwin.so,273936,13,17,1,1,1,2.2914798907602902,1
